# problem size | cpu time (seconds) | memory (kbs)
16 0.00 908
32 0.00 896
64 0.00 896
128 0.00 896
256 0.00 920
512 0.00 928
1024 0.00 904
2048 0.00 904
4096 0.00 976
8192 0.00 980
16384 0.01 1020
32768 0.02 1072
65536 0.03 1064
131072 0.07 1080
262144 0.13 1128
524288 0.26 1164
1048576 0.52 1320
2097152 1.03 1236
4194304 2.05 1400
8388608 4.21 1400
