# problem size | cpu time (seconds) | memory (kbs)
8 0.00 892
12 0.00 900
16 0.00 904
24 0.00 968
32 0.00 948
48 0.00 944
64 0.00 904
96 0.00 916
128 0.00 924
192 0.00 948
256 0.00 980
384 0.01 1096
512 0.02 1408
768 0.03 1744
1024 0.07 2264
1536 0.14 3572
2048 0.27 6200
3072 0.53 10348
4096 1.06 19648
6144 2.12 36112
